Url,PRODUCT URL-href,Product name,product Description ,product price ,ASIN,MANUFACTURERS ,RATING,NUMBER OF REVIEWS
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Black,https://www.amazon.in/DZert-Polyester-Black-White-Laptop/dp/B07H193V57/ref=sr_1_181?crid=2M096C61O4MLT&keywords=bags&qid=1688638453&sprefix=ba%2Caps%2C283&sr=8-181,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Black,339,"Capicity: 21 Litres, Weight: 0.4kg; Dimensions: 45cmX29cmX16cm; Outer Material: Polyester; Inner Material: Polyester<br>     Water Repellent: Yes; Laptop Compartment: Yes ; Compartments: 2,one front pocket to hold essentials and A mesh stash pocket on one side to accommodate a drinking bottle & other accessories.<br>     Utility: Office, College, School, Camping, Weekend trip, Day trip<br>     Accessories shown in the picture are not part of the bag.<br>     Style Name: Daypack Backpacks; Color Name: Wht-Blk; Closure Type: Zipper; Strap Type: Shoulder Strap; Age Range Description: Kid; Warranty Description: No Warranty; Water Resistance Level: Water Resistant<br>",3.8,"2,460 ratings",Rushi Enterprise,28-Aug-18
Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B09T2TCSW7/ref=sr_1_180?crid=2M096C61O4MLT&keywords=bags&qid=1688638453&sprefix=ba%2Caps%2C283&sr=8-180,Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),699,"Care Instructions: Hand Wash Only     SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfort     COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.     SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm     ENDURING & LONG LASTING: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. INTERNAL ORGANISER: This backpack has an Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items.     OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Rain Cover , Internal Organiser, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Reflector Logo.",3.9,"1,328 ratings",B09T2TCSW7,Half_Moon (AB Amazing Bags)
"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. (GREY)",https://www.amazon.in/Tabelito-NEXA-Backpack-Business-Compartment/dp/B0C2D4T9R5/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1688638453&sprefix=ba%2Caps%2C283&sr=8-179,"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. (GREY)",399,"Care Instructions: Hand Wash Only     The front and side zipper compartments of the backpack make it simple to store items like tablets, diaries, pens, pencils, smartphones, cards, change and other small items. The backpack's side pockets make it easy to carry along tiny goods like mini umbrellas and water bottles.     MADE IN INDIA - This ""MAKE IN INDIA"" laptop bag for men has 2 front zip pockets, 2 side bottle pockets, and 1 huge zipped section. For men, women, boys, and girls, this bag works great for the office, school, and college. In fact, it's the ideal all-purpose backpack for men, school bags for girls and boys, college bags for girls and boys and workplace bags for unisex     LAPTOP BACKPACK SPECIFICATIONS - Men's NEXA Laptop Backpack; Compartment Size: Up to 15.6 Inches. 30 litres is the capacity. 15 x 11.5 x 3 inches in size.     NEXA padded laptop backpack with internal organiser and sleeve that can handle up to 15.6"" laptops. Compatible laptops include those made by HP, Lenovo, Acer, ASUS, and Dell. Your keys, cords, office supplies, and other valuables can be neatly organised inside the organiser to avoid theft.     The Tabelito Casual Backpack is entirely produced in India and goes through strict quality inspections and tests. Water Resistant Material: The material has an advanced IPX4 coating that prevents water from penetrating from any angle.     The backpack features a 30L capacity and a padded laptop pocket that fits a 15.6 inch laptop. Additional necessities that can fit within are a lunchbox, charger, tablet, books, power bank, wallet, and sunglasses.",4.7,59 ratings,B0C2D4T9R5,?Tabelito Trade India
product url,product url-href,product name,product price ,product description ,rating,number of reviews,ASIN,Manufacturer 
"Skybags Unisex Polyester Solid Pattern Hustle Df 55 (Orange, Small)",https://www.amazon.in/SKYBAGS-Unisex-Luggage-Duffel-Bag-DFHUS55ONG/dp/B07F342RQD/ref=sr_1_212?crid=2M096C61O4MLT&keywords=bags&qid=1688638684&sprefix=ba%2Caps%2C283&sr=8-212,"Skybags Unisex Polyester Solid Pattern Hustle Df 55 (Orange, Small)","1,670","(771 ratings) 
73% positive over last 12 months",4.3,301 ratings,SKYBAGS,
Safari 15 Ltrs Cherry Red Casual/School/College Backpack (DAYPACKNEO15CBCRE),https://www.amazon.in/SAFARI-Cherry-Casual-Backpack-DAYPACKNEO15CBCRE/dp/B07NSBSV2Y/ref=sr_1_211?crid=2M096C61O4MLT&keywords=bags&qid=1688638684&sprefix=ba%2Caps%2C283&sr=8-211,Safari 15 Ltrs Cherry Red Casual/School/College Backpack (DAYPACKNEO15CBCRE),321,"Care Instructions: Hand Wash Only     Outer Material: Polyester, Color: Cherry Red; Not water resistant     Capacity: 15 liters; Weight: 200 grams; Dimensions: 12 cms x 27 cms x 41 cms (LxWxH)     Number of compartments: 2     Laptop Compatibility: No     Pattern Name: Solid; Closure Type: Drawstring; Pocket Description: Utility Pocket; Age Range Description: Kid; Special Features: Laptop Compartment     Drawstring, 2 Compartments, Compact Size",4.1,"6,364 ratings",Safari Industries (India) Ltd,
Baggit Women's Sling Bag - Small,https://www.amazon.in/Baggit-Womens-Sling-Bag-Yellow/dp/B0C1NZ1PW7/ref=sr_1_210?crid=2M096C61O4MLT&keywords=bags&qid=1688638684&sprefix=ba%2Caps%2C283&sr=8-210,Baggit Women's Sling Bag - Small,689,"The hobo bag is large, and forms a characteristic curve between the two ends of the handle giving it a slouchy posture. It comes with a long strap designed to wear over the shoulder.     Chrome Yellow exterior with 1 main compartment I 2 total number of pocket I Zipper closure I Cruelty-free premium material.     Dimension :- Length : 30.48 cm x Width : 7.62 cm x Height : 24.13 cm     Made in India | 6 Months warranty | Leading fashion sling bag brand since 30 years.     The elegant women's sling bag is a perfect match for different occasions, such as travel, shopping, and other daily use, which could be a great ideal gift for your family and friends on their birthdays, anniversaries, weddings, and other special events.",4.3,"2,588 ratings",Baggit India Pvt Ltd,
Gear ECO1 24L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women- Grey-Black-Yellow,https://www.amazon.in/Gear-Polyester-Laptop-Backpack-LBPECONO10412/dp/B012NW0J30/ref=sr_1_209?crid=2M096C61O4MLT&keywords=bags&qid=1688638684&sprefix=ba%2Caps%2C283&sr=8-209,Gear ECO1 24L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women- Grey-Black-Yellow,845,"Outer Material: Polyester, Color: Denim Grey     Capacity: 24 liters; Dimensions: 46 cms x 33 cms x 16 cms (LxWxH)     Number of Compartments: 3     Bottle holder mesh; Embedded organizer     Style Name: Traditional Backpacks; Pocket Description: Utility Pocket; Special Features: Back Padding; Water Resistance Level: Waterproof; Closure Type: Zipper; Pattern Name: Solid     Three main compartments     One front smaller compartment       
                           Bottle holder mesh  Embedded organizer  Heavily padded sleeve which fits laptop  Padded grab handle      Show More",4.2,"1,457 ratings",27-Jul-15,
"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",https://www.amazon.in/Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_208?crid=2M096C61O4MLT&keywords=bags&qid=1688638684&sprefix=ba%2Caps%2C283&sr=8-208,"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",699,"Style meets Function: Designed for 15.6” Lenovo laptops, the backpack walks the line between function and form. It utilizes durable materials, and robust features set to cater to its audience's every need. Ideal for professionals looking for a stylish and versatile backpack for a variety of occasions     Sturdy & Durable: Fleece-lined laptop compartment that fights dust and damage. Water-resistant, joint material design and tough coated base help withstand daily wear and tear     Travel friendly backpack with Uncompromising storage space for devices and essentials: The backpack comes with a ventilated and well-padded back panel for extra breathability. Adjustable shoulder straps offer the perfect fit. Spacious main compartment and Stretchy polyester side pockets offer quick access to your essentials     Styled in classic dark blue and dark grey, the colors accentuate the sturdy materials the bag is constructed of",4.2,852 ratings,Lenovo,
"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)",https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZHX3B1/ref=sr_1_207?crid=2M096C61O4MLT&keywords=bags&qid=1688638684&sprefix=ba%2Caps%2C283&sr=8-207,"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)",512,"(121 ratings) 
93% positive over lifetime",,,,
"Fendo Aspire 27L Laptop Bag, Office Bag for Men | Backpack for Men, School Bags for Boys | Water Resistant | Fits up to 15.6 inch Laptop, Macbook | (Grey)",https://www.amazon.in/Aspire-Laptop-Backpack-Resistant-Macbook/dp/B0BYSXLVNN/ref=sr_1_206?crid=2M096C61O4MLT&keywords=bags&qid=1688638684&sprefix=ba%2Caps%2C283&sr=8-206,"Fendo Aspire 27L Laptop Bag, Office Bag for Men | Backpack for Men, School Bags for Boys | Water Resistant | Fits up to 15.6 inch Laptop, Macbook | (Grey)",569,"(638402 ratings) 
87% positive over last 12 months",,,,
"Genie Flamenco Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College",https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF1XJXY/ref=sr_1_205?crid=2M096C61O4MLT&keywords=bags&qid=1688638684&sprefix=ba%2Caps%2C283&sr=8-205,"Genie Flamenco Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College",719,"""Outer Material : Nylon Twill Colour : Sky blue The backpack is LIGHT WEIGHT yet strong enough to hold your supplies. The superior quality NYLON TWILL material lends a beautiful shine and soft feel to the backpack.""     Dimensions (in cms): 34x14.5x40.5 Capacity: 20 Litres Weight: 400 grams Fully Lined for extra strength WATER RESISTANT : YES Warranty: 12 months manufacturer warranty     NUMBER OF COMPARTMENTS : 1 Spacious compartment to keep your essentials like textbooks, stationary, lunchbox etc. ONE SIDE POCKET : The backpack provides 1 exterior full fabric side pocket for holding water bottle,clipping pens or pencil or storing other items.     LAPTOP COMPARTMENT to accommodate laptop upto 15.6 inches     1 FRONT POCKET :It comes handy in keeping boarding pass tickets, mobile phone, earphone, cards,cash etc.",4.4,"1,578 ratings",Safari,
Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),https://www.amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK/ref=sr_1_202?crid=2M096C61O4MLT&keywords=bags&qid=1688638684&sprefix=ba%2Caps%2C283&sr=8-202,Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),819,"(4 ratings) 
25% positive over last 12 months",,,,
Skybags Kick Unisex Adjustable Strap Polyester Laptop Backpack,https://www.amazon.in/Skybags-Unisex-Adjustable-Polyester-Backpack/dp/B0BJ74KLLY/ref=sr_1_201?crid=2M096C61O4MLT&keywords=bags&qid=1688638684&sprefix=ba%2Caps%2C283&sr=8-201,Skybags Kick Unisex Adjustable Strap Polyester Laptop Backpack,"1,349",Care Instructions: Wipe with Dry Cloth     Sporty and Stlyish backpack with 3 compartments     1 front slip in pocket     built to last straps     slip in file compartment     multilevel organizer with key chain holder,4.1,45 ratings,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",
ADISA Women's Girls Party Sling Bag Crossbody,https://www.amazon.in/ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_200?crid=2M096C61O4MLT&keywords=bags&qid=1688638684&sprefix=ba%2Caps%2C283&sr=8-200,ADISA Women's Girls Party Sling Bag Crossbody,378,"Outer Material: PU / Synthetic Leather     Closure: Magnetic     Pockets: 1, Compartments: 1     Height Adjustable Sling belt     Dimensions: LxWxH - 7.2 x 2.5 x 6.2 inches",3.8,123 ratings,ADISA,
Tommy Hilfiger Joshua 15 inch 21 Ltrs Light Grey Laptop Backpack,https://www.amazon.in/Hilfiger-Joshua-Backpack-TH-JOSHUALAP07/dp/B07N8G742J/ref=sr_1_199?crid=2M096C61O4MLT&keywords=bags&qid=1688638684&sprefix=ba%2Caps%2C283&sr=8-199,Tommy Hilfiger Joshua 15 inch 21 Ltrs Light Grey Laptop Backpack,"1,920","Care Instructions: Hand Wash Only     Outer Material: Polyester, Color: Light Grey     Water resistant     Capacity: 21 liters; Dimensions: 32 cms x 14 cms x 46 cms (LxWxH)     Number of compartments: 3     Laptop Compatibility: Yes, Laptop Size: 15 inches",4.3,81 ratings,Brand Concepts Ltd,
